statut,statut_label,statut_name,NCTId,eudraCT,CTIS,completion_year,clinical_trial_title,acronym,results_1y,results_3y,results,intervention_type
📘,bleu,pas de résultat ni de publication,NCT04391348,,,2023,Prospective Study Evaluating the Combination of Positron Emission Tomography (PET) With 18F-FDG and 18 F-Fluorocholine for Optimization of Staging and Treatment Modification in Patients With Hepatocellular Carcinoma,PET-HCC01,False,False,False,RADIATION
📘,bleu,pas de résultat ni de publication,NCT05203757,,,2023,Weight-Bearing Cone Beam CT Arthrogram of the Ankle: a Lower Radiation Dose Technique to Evaluate Osteo-chondral Lesions or Cartilage Lesions: Is it the Future of the arthroCT?,Arthro-CBCT,False,False,False,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT05028257,,,2023,Pursuit of Vaccination in Anaphylactic Reaction to COVID19 Vaccines,COVALL,False,False,False,BIOLOGICAL
📘,bleu,pas de résultat ni de publication,NCT05413174,,,2023,Contribution of Hypnosis in Guided Hepatic Biopsy,Ap-Hy-PBH,False,False,False,BEHAVIORAL
📘,bleu,pas de résultat ni de publication,NCT05409612,,,2023,"Multicenter, Randomized, Open, Phase III, Trial Assessing the Immunogenicity and Safety of Two Influenza Vaccine Strategies Among Severe Obese Adult Patients",FLUO,False,False,False,BIOLOGICAL
📘,bleu,pas de résultat ni de publication,NCT04653597,,,2023,Non-invasive Airway Management of Comatose Poisoned Emergency Patients,NICO,False,False,False,PROCEDURE
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT03406572,,,2023,"Comparison of High Flow Nasal Cannula Oxygen and Conventional Oxygen Therapy on Ventilatory Support Duration During Acute-on-chronic Respiratory Failure: a Multicenter, Randomized, Controlled Trial",HIGH FLOW ACRF,True,True,True,DEVICE
📘,bleu,pas de résultat ni de publication,NCT03424460,,,2023,Venous Thromboembolism in Myotonic Dystrophy Type 1,DM1-VTE,False,False,False,BIOLOGICAL
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT03832556,,,2023,Preoperative Evaluation of Neurogenic Myositis Ossificans or Neurogenic Para-osteo-arthritis: Comparison Between Computed Tomography and Magnetic Resonance Imaging in Preoperative Evaluation,MON-IRM,True,True,True,OTHER
📘,bleu,pas de résultat ni de publication,NCT04065139,,,2024,Pressurized Intraperitoneal Aerosol Chemotherapy (PIPAC) in Gastric Carcinomatosis. Phase II Randomized Study - PIPAC EstoK 01,PIPAC EstoK 01,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT05577234,,,2024,Contribution of Animal-assisted Intervention in Oral Healthcare for Disabled Patients,YODA,False,False,False,BEHAVIORAL
📘,bleu,pas de résultat ni de publication,NCT05606653,,,2024,Physiological Study of the Critical Closing Airway Pressure in a Population of Didgeridoo Players,SASDICrit,False,False,False,OTHER
📘,bleu,pas de résultat ni de publication,,2018-003635-30,,2024,"NA 
 
 
 Induction des lymphocytes T régulateur par l’interleukine 2 à faible dose chez des femmes ayant des fausses couches spontanées précoces répétées inexpliquées (FCRI).","FACIL-2 
 
 
 FACIL-2",False,False,False,
📘,bleu,pas de résultat ni de publication,,2022-002715-38,,2024,"Immunogenicity and reactogenicity of the Beta-variant recombinant protein booster vaccine (VidPrevtyn Beta, Sanofi)  compared to a bivalent mRNA vaccine (Comirnaty Original/Omicron BA.4-5, BioNTech-Pfizer) in adults previously vaccinated with at least 3 doses of COVID-19 mRNA vaccine:  A non-inferiority multicenter single-blinded, randomized trial",COVIBOOST 2,False,False,False,
📘,bleu,pas de résultat ni de publication,NCT05133271,,,2024,Assessment of the Value of Passive Leg Raising (PLR) in Predicting the Onset of Maternal Arterial Hypotension and Norepinephrine Requirements After Spinal Anesthesia for Scheduled Cesarean Section.,EDLIDL,False,False,False,OTHER
📘,bleu,pas de résultat ni de publication,NCT05077683,,,2024,Direct Oral Anticoagulants for Prevention of lEft ventRIcular Thrombus After Anterior Acute Myocardial InFarction,APERITIF,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,,2022-000297-26,,2024,"lNA 
 
 
 Comparaison d’une faible dose à une dose standard d’insulinothérapie dans l’acidocétose diabétique de l’adulte en réanimation et unité de surveillance continue pour diminuer les complications métaboliques : un essai contrôlé randomisé","LOSTINDIAB 
 
 
 LOSTINDIAB",False,False,False,
📘,bleu,pas de résultat ni de publication,NCT03188887,,,2024,Treatment of IgA Nephropathy According to Renal Lesions,TIGER,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT03837171,,,2024,Stratégie Transfusionnelle érythrocytaire Dans la réanimation du Choc Septique du Patient d'Onco-hématologie : Essai randomisé Multicentrique TRANSPORT [TRANSfusion in Patients With Onco-hematological Malignancies ResusciTated From Septic Shock],TRANSPORT,False,False,False,BIOLOGICAL
📘,bleu,pas de résultat ni de publication,NCT05622578,,,2024,"Phenotyping of Chronic Pain in Diffused Systemic Scleroderma: Characteristics and Perturbations of Mechanisms of Pain, Impact on the Quality of Life and Correlations of Fatigue, Sleeping Disorders and Mood or Anxiety Disorders",PAIN SSc,False,False,False,OTHER
📘,bleu,pas de résultat ni de publication,NCT05498883,,,2024,Quality of Life Evaluation with the SRI Questionnaire of ALS Patient with Non-invasive Ventilation,Quality EvALS,False,False,False,OTHER
📘,bleu,pas de résultat ni de publication,NCT05513807,,,2024,Graft Acute Kidney Injury: Vitamin B3 to Facilitate Renal Recovery In the Early Life of a Transplant - GABRIEL,GABRIEL,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT04253106,,,2024,"Liquid Biopsies (blood, Gastric Fluid) for the Personalized Management of Patients with Hereditary Diffuse Gastric Cancer: a Pilot Project",LISA-HDGC,False,False,False,GENETIC
📘,bleu,pas de résultat ni de publication,NCT04644471,,,2024,Comparison Between Ultra-low-dose Computed Tomography and Lung MRI for Morphological Assessment of Lung Disease in Adult Cystic Fibrosis Patients,UBD-IRM,False,False,False,DIAGNOSTIC_TEST
📘,bleu,pas de résultat ni de publication,,2018-001968-33,,2024,"Étude ouverte de phase 1/2  évaluant  la sécurité et l’efficacité  de l’injection de cellules  CD34 + autologues transduites ex vivo par le vecteur lentiviral GLOBE1 qui exprime le gène de la globine βAS3  chez des patients atteints de drépanocytose. 
 
 
 "" A Phase 1/2 Open Label Study Evaluating the Safety and Efficacy of Gene Therapy of the Sickle Cell Anemia by Transplantation of an Autologous CD34+ enriched cell fraction that contains CD34+ cells transduced ex vivo with the GLOBE1 lentiviral vector expressing the ?AS3 globin gene (GLOBE1 ?AS3 Modified Autologous CD34+ Cells) in Patients with Sickle Cell Disease (SCD) ""DREPAGLOBE",DREPAGLOBE,False,False,False,
📘,bleu,pas de résultat ni de publication,NCT02520921,,,2024,Aspirin with a Novel Twice-a-day Administration in Diabetic Patients with Acute Coronary Syndrome to Minimize Recurrence of Acute Ischemic Events or New Urgent Revascularization,ANDAMAN,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT05312073,,,2024,Study of In Vivo and in Vitro Transcriptomic and Proteomic Signatures in Unhereditary Ichtyosis,OMICHTYOSE,False,False,False,OTHER
📘,bleu,pas de résultat ni de publication,NCT04778631,,,2024,Impact of Thermotherapy During Childbirth on Postpartum Perineal Pain: a Multicenter Factorial Randomized Controlled Trial,PERISAFE,False,False,False,DEVICE
📘,bleu,pas de résultat ni de publication,NCT03164473,,,2024,"MAINtenance of Remission with RITuximab Versus Azathioprine for Patients with Newly-diagnosed or Relapsing Eosinophilic Granulomatosis with Polyangiitis. a Prospective, Randomized, Controlled, Double-blind Study: the MAINRITSEG Trial",MAINRITSEG,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT04275791,,,2024,Assessment of the Benefit of an Inclusive Health Organization on the Prognosis of Severe Trauma Patients,TRAUMINXCLUSIF,False,False,False,OTHER
📘,bleu,pas de résultat ni de publication,NCT03692065,,,2024,Long-term Treatment of Cancer Associated VTE: Reduced Vs Full Dose of Apixaban : API-CAT STUDY for APIxaban Cancer Associated Thrombosis,API-CAT,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT03401060,,,2024,Interest of Denosumab Treatment in Osteoporosis Associated to Systemic Mastocytosis,DenosuMast,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT03320902,,,2024,Sudden Death Counselling and Its Impact on Family Members of Sudden Death Victims,SUIVIPROCHE,False,False,False,BEHAVIORAL
📘,bleu,pas de résultat ni de publication,NCT04931212,,,2024,Fetoscopic Endoluminal Tracheal Occlusion (FETO) with Smart-TO Device in Fetuses with Congenital Diaphragmatic Hernia and Moderate to Severe Pulmonary Hypoplasia: Proof of Concept and Safety Evaluation.,Smart-FETO,False,False,False,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT03453268,,,2024,"Impact of the Reduction in Antihypertensive Treatment on Total Mortality in Frail Subjects with Low Systolic Blood Pressure: Randomized, Controlled Study in Subjects Over 80 Years Living in Nursing Homes",RETREAT-FRAIL,False,False,False,OTHER
📘,bleu,pas de résultat ni de publication,NCT04969601,,,2024,Anti-Covid-19 Vaccine Protection in Immunocompromised Children (1 to 15 Years Old) With Acute Leukemia and Their Siblings (≥12 Years Old). Phase I-II Trial Evaluating Post-vaccine Safety and Humoral and Cellular Immunogenicity.,PACIFIC,False,False,False,BIOLOGICAL
📘,bleu,pas de résultat ni de publication,NCT05248490,,,2024,Impact of Pharmaceutical Interviews Regarding the Management of Adverse Effects Related to the Antibiotic Therapy Used to Treat Osteoarticular Infections During Return Home,EFIRAD,False,False,False,OTHER
📘,bleu,pas de résultat ni de publication,,2017-000825-11,,2024,"Lithium effect in patients with Autism Spectrum Disorder and Phelan-McDermid Syndrome (SHANK3 haploinsuffisance): pilot study. 
 
 
 Effet du Lithium chez les patients ayant un Trouble du Spectre Autistique et Syndrome de Phelan-McDermid (SHANK3 haploinsuffisance) : étude pilote.",LISPHEM,False,False,False,
📘,bleu,pas de résultat ni de publication,NCT04910581,,,2024,Inhibitory rTMS Applied on Laryngeal Motor Cortex in Wilson's Disease Patients With Dysarthria,WILSTIM2,False,False,False,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT05657275,,,2024,Impact on the Use of Antibiotics of a Multimodal Algorithm for the Diagnosis and Management of Acute Community-acquired Pneumonia in the Emergency Room,PROMCAP,False,False,False,DIAGNOSTIC_TEST
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT03788837,,,2024,""" ILOPROST for Treatment of Septic Shock With Persistent Microperfusion Defects "", a Double-blind, Randomized Controlled Trial:The I-MICRO Trial",I-MICRO,True,True,True,DRUG
📘,bleu,pas de résultat ni de publication,,2021-002966-41,,2024,"Anti-Covid-19 vaccine protection in immunocompromised children (1-15 years) with acute leukemia and their siblings (≥ 12 years). Phase I-II trial evaluating safety and post-vaccination humoral and cellular immunogenicity / PACIFIC STUDY 
 
 
 Protection vaccinale Anti-Covid-19 portant sur les enfants Immunodéprimés (1 à 15 ans) atteints de leucémie aiguë et leur Fratrie (≥ 12 ans). Essai de Phase I-II évaluant la tolérance et l’Immunogénicité humorale et Cellulaire post-vaccinale / Etude PACIFIC",PACIFIC,False,False,False,
📘,bleu,pas de résultat ni de publication,NCT05897814,,,2024,"Evaluation of M-mode Ultrasonography for Epidural Catheter Identification, and Correct Placement, in Obstetric Anesthesia",ETEMERC,False,False,False,OTHER
📘,bleu,pas de résultat ni de publication,NCT04969770,,,2024,Contribution of Muscle and Disc Elastography in the Evaluation of Biomechanical Modifications of the Neuromuscular Spine Fixed by Bipolar Construct,ELASTO,False,False,False,OTHER
📘,bleu,pas de résultat ni de publication,NCT05378932,,,2024,Impact of Dysregulation of Core Body Temperature on Sleep in Patients With Hypohidrotic Ectodermal Dysplasia,DEH-Somno,False,False,False,OTHER
📘,bleu,pas de résultat ni de publication,NCT04774575,,,2024,"Randomized Controlled Multicentre Trial to Quantify the Benefits of Biomarkers in Routine Patient Care in Kidney Transplant Recipients"" EU-TRAIN IMPACT Trial",EUTRAIN IMPACT,False,False,False,BIOLOGICAL
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT05196308,,,2024,Efficacy of Intracavernosal (Xeomin®) 100U as add-on Therapy to Sildenafil 100 mg on Demand Compared to Sildenafil 100 mg on Demand for the Treatment of Erectile Dysfunction (ED) Not Sufficiently Responsive to Standard Therapy With Phosphodiesterase Type 5 Inhibitors,MENOX,True,True,True,DRUG
📘,bleu,pas de résultat ni de publication,NCT04399850,,,2024,Impact of Hypnosis During Invasive Procedure in Intensive Care Unit,HYPNOICU,False,False,False,OTHER
📘,bleu,pas de résultat ni de publication,,2016-001986-10,,2024,"Non-inferiority Between Acarbose and Prandial Insulin for the Treatment of Gestational Diabetes Mellitus: a Randomized Multicenter and Prospective Trial 
 
 
 Non-infériorité du traitement par Acarbose versus Insuline Prandiale pour le Traitement du Diabète Gestationnel chez la femme enceinte : étude randomisée multicentrique prospective",ACARB-GDM,False,False,False,
📘,bleu,pas de résultat ni de publication,NCT03970954,,,2024,Regulatory T-cell Induction by Low-dose Interleukin-2 in Women With Unexplained Repeated Spontaneous Early Miscarriages,FaCIL-2,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,,2022-001604-17,,,Effect of Short-Term Prednisone Therapy on C-Reactive Protein Change in Emergency Department Patients With Acute Heart Failure and Elevated Inflammatory Markers,CORTAHF,False,False,False,
📕,rouge,résultat et / ou publication posté,NCT00430911,,,,,,False,False,True,DRUG
📘,bleu,pas de résultat ni de publication,NCT01798290,,,,Impact of an Educational Program 'Narrative Medicine (Workshop Reading Diaries) ' Dedicated to Medical Students. A Randomized Controlled Trial.,INAMEDI,False,False,False,BEHAVIORAL
📘,bleu,pas de résultat ni de publication,NCT01798069,,,,Impact of an Educational Program 'Narrative Medicine (Workshop Reflexive Writing) ' Dedicated to Medical Students. A Randomized Controlled Trial.,INAMERE,False,False,False,BEHAVIORAL
📘,bleu,pas de résultat ni de publication,,2005-005745-18,,,Traitement par lévamisole du syndrome néphrotique corticosensible de l'enfant,LEVAMISOLE,False,False,False,
📘,bleu,pas de résultat ni de publication,,2006-005352-32,,,"Etude randomisée, en double aveugle, évaluant l'efficacité et la tolérance de l'analgésie par mélange équimolaire protoxyde d'azote-oxygène contre oxygène chez des patients bénéficiant d'injection endovésicale de toxine botulique de type A",PROTOTOX,False,False,False,
📘,bleu,pas de résultat ni de publication,,2006-005056-32,,,"Exploration clinique, biologique et pharmacologique d'un polymorphisme de NEDD 4-2, protéine régulatrice du canal sodium épithélial",JEU004,False,False,False,
📘,bleu,pas de résultat ni de publication,,2006-005041-11,,,INSULINFARCT : Evaluation de l'insuline à la phase aigue de l'accident ischémique cérébral,INSULAFARCT,False,False,False,
📘,bleu,pas de résultat ni de publication,,2006-004816-37,,,Essai randomisé contre placebo en double aveugle de l'efficacité d'un anti-TNF alpha chez des patients souffrant d'une arthrose digitale invalidante et réfractaire aux traitements usuels,DORA,False,False,False,
